content,labels,fold
加油(? ??_??)?,happy,1
来了！,neural,1
现在这个时候，最应该做的就是保健，而不是周围乱逛，过多地盯着网络上的疫情，特别是那些心理承受能力能力差，平时就情绪波动大的，因为情绪也是药，别给自己下太多负能量的药。注意保暖，准时吃喝睡，持楞严咒或者大悲咒，能打坐入静更好，不能持也要听，经常按摩和艾灸穴位，入了风邪就马上驱除。在湖北的朋友就更应该灸，你们那里就是产全国最好的艾叶的，艾是纯阳植物，可以温阳驱邪。阳气胜，就不容易病。那么多的案例，大多是老人和孩子中招，为什么？因为她们阳气弱，体弱。补阳，通宣。自助者天助???祈愿疫情快点消除，国泰民安。#全国确诊新型肺炎病例#,happy,1
//@pick王一博:#正能量艺人王一博# 希望所有物资都可以尽快到达[鲜花],happy,1
//@追风少年刘全有:网易送的不是寒假作业，是直播课（SARS的时候学校停课就用电视直播课）……疫情严峻，其实这挺好[捂脸],happy,1
一起为武汉加油,happy,1
希望这次我们都可以挺过去！,happy,1
#跟着王俊凯益起来# 暗星[赞],happy,1
武汉加油！重庆加油！浙江加油！陕西加油！山西加油！四川加油！湖南加油！香港加油！贵州加油！安徽加油！广东加油！上海加油！河南加油！广西加油！江苏加油！福建加油！海南加油！字数有限，我爱中国????a//@赵丽颖:#致敬疫情前线医护人员# 向所有医护人员致敬！愿大家都健康平安??,happy,1
支持,happy,1
武汉加油[加油],happy,1
//@徐卓阳:让人说话，天塌不下来。不让人讲真话，天才会塌！自以为是、恣意妄为的权力是万恶之源，是万病之根,angry,1
听我妈说今天上午郑州已经飞机在撒药了，小区电梯也都用消毒液在擦。//@HeyWarWars:[作揖][作揖]//@M大王叫我来巡山:艹……太细了……//太负责到位了//:太羡慕了//:大家齐心协力是能做好的呀?为什么为什么要那么多无辜的人奔赴死亡?//@l天地無用_://:羡慕辽//:我操？？太酸了我[酸][酸],angry,1
//@楼阁楼阁LoKu:这个很有用 ?一下[胖红生气],neural,1
//@是猹猹不是楂楂:#湖北不止一个武汉# #十堰发现新型肺炎疑似病例# #十堰身边事#,neural,1
党报官媒都发声了，就差点名批评了,angry,1
//@宇宙逼妹:现在才知道有女副总理，某些人事不做，抢功劳第一名，我希望有些傻逼能够全家死光了,angry,1
[赞],happy,1
钟老保重！！！武汉加油！[心][心][心]???,happy,1
[泪],sad,1
#武汉封城##武汉15名医务人员感染新型冠状病毒##全国确诊新型肺炎病例##新型冠状病毒##新型冠状病毒肺炎纳入法定传染病# 位置辽宁省丹东市振兴区[doge][doge][doge]有点怕怕的 ??,fear,1
//@凯源吧官博:#王俊凯[超话]# 感谢@新浪综艺 的分享，为武汉祈祷，愿大家身体健康，远离病毒，向新的一年美好生活努力，和@TFBOYS-王俊凯 一起致敬前线医护人员[给你小心心],happy,1
终于听到好消息了,happy,1
#太原爆料##新冠肺炎最新动态#【山西启动重大突发公共卫生事件一级响应】根据国务院《突发公共卫生事件应急预案》规定，结合当前疫情防控形势，山西省委、省政府决定，自http://t.cn/A6PqNzjg ，启动重大突发公共卫生事件一级响应。（山西省政府网） http://t.cn/RJLskd5 ??古交市,neural,1
所有人都在为武汉加油，支援武汉，某些人tm的能别乱跑了出来祸害全国了吗？？能自觉一点吗？？都是中国人，为什么要害自己人？？求求你们了！,angry,1
//@狂言Doggy:懂的自然懂，那几个杂碎准备好棺材就行。,neural,1
这个假期还是呆在家里最安全,happy,1
这次你终于不用控赞了???,happy,1
【新型冠状病毒科普知识】为你精心准备春节安全出行小贴士，请查收！@手机浏览器 http://t.cn/A6PGkgvi http://t.cn/R2WxetG ??白银·景泰县,neural,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈旺旺宇宙//@跑步男孩不伤心 :建议建立旺旺宇宙//@iCrika_ :？？？？医院？？？？旺旺啥时候准备开银行？旺旺银行，名字多好呀 哈哈哈。,happy,1
[good][good] //@武汉微城事:#武汉加油# 周黑鸭向武汉市慈善总会捐款1000万人民币支援武汉抗击新型冠状病毒疫情，主要用于采购一线医疗机构急需医疗防护物资、检测设备等。,happy,1
加油,happy,1
你着急我着急，反正吉林不着急，嘿嘿[跪了] 给跪了,happy,1
[心],happy,1
//@北国佳人李春姬://@我讲旧常识://@帛易-L: 替代性创伤是有医学诊断标准的，它比日常「崩溃」情绪要严重得多，不是谁看几天疫情消息就会轻易发展出创伤。脱离医学语境用这个词会模糊界限，「大家不要勉强自己」当然是一句放之四海皆准的万金油，但我还是想说每个公民都有责任尽自己努力感受、记住这,happy,1
#急寻18日k1366次4号车厢乘客#,neural,1
武汉加油！中国加油！//@苏青:武汉加油！中国加油！,happy,1
我们一起把病毒战胜之后，再开始我们新的生活,happy,1
山水巴渝晨雨稀，除夕逆行赴疫区。戎装儿女为国行，凯旋归来且珍惜。------#抗击新型肺炎第一线# 写给驰援武汉疫区的陆军军医大军医们！ ??,happy,1
0//@运气王女孩:#武汉加油# 一起加油，我们同在（官二）@X玖少年团肖战DAYTOY //@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,1
农村意识着实需要加强,neural,1
每个人都在让这座城市变好,happy,1
//@田冉冉只认钱:可以直接报,neural,1
武汉加油，中国加油！???,happy,1
[感冒][感冒][感冒],sad,1
woc，我们这（坐标：山东聊城某县）大喇叭开始喊肺炎了！太可以了！山东zf牛批，来世老娘还要来做山东人！[泪][泪][泪][泪] ??,angry,1
最初买到的是36，以为是正常价，今天买陪39，啥时候回到正常价格呢,surprise,1
看得都想哭 风湿免疫科,sad,1
[武汉加油][武汉加油][武汉加油],happy,1
[可爱]//@broccoli0:新年好，鼠年大吉@李庚希Teresa,happy,1
#农村疫情防控54字# ??,neural,1
我的天,surprise,1
//@啵丝的鸭:那就好 加油[泪],happy,1
团团辛苦了，我们一起加油,happy,1
武汉加油,happy,1
平安归来,happy,1
//@陈迪Winston:感染者常见症状：发烧98%，咳嗽76%，肌肉酸痛或特别疲劳44%，咳痰28%。55%发生呼吸困难，从发病到呼吸困难的中位数时间为8天。最初一批患者中68%已经出院，15%已经死亡。不知病毒在后来的感染者身上会不会有新的变化。,neural,1
[泪][泪][心][心]//@针灸匠张宝旬:榜样。,happy,1
继2岁婴儿确诊后，又9岁儿童确诊,neural,1
//@刘昭在路上://@明涛ECON :岂曰无衣，与子同袍[good][good][good]//@深夜一只猫 :没有比这张图更能诠释这句话的了，也没有比这句话更能定义这张图的了：岂曰无衣，与子同袍！,happy,1
加油！,happy,1
??加油?,happy,1
夸河南我已经夸累了 真的前途无量[赞],happy,1
我骂得超凶，我爸带着口罩去拜访亲戚去了，走之前还说，你们年轻人就是怕死……我气到爆炸,angry,1
#新型冠状病毒肺炎最新情况#【#24个省区市已启动一级响应#：#一级响应到底是什么#？】上海、广东、重庆、云南……截至目前，全国已有24个省区市启动重大突发公共卫生事件一级响应。一级响应的内容都有哪些？启动一级响应对把控新型肺炎传播都有哪些作用？除此之外，全国各地各部门还有哪些升级措施？@新京报 ????,neural,1
//@刑法学人罗翔://@何兵://@麦田:这个报道，把时间表梳理的比较清楚了。,neural,1
武汉加油，已捐款！小芦们帮帮一线医护人员 http://t.cn/A6PqXOsl,happy,1
//@YouTube精选:关心疫情的同时也要注意自己的心理健康,happy,1
加油！,happy,1
卧嚼傲！,surprise,1
记者也辛苦了[悲伤],happy,1
?钟老也要平安健康！,happy,1
武汉官员，全体下台吧！！！！为无辜的生命谢罪！！！！！,angry,1
#保定爆料#急！?好朋友在武汉前线（湖北省中西医结合医院 呼吸3病区专门收治发热患者）现在医院紧缺，科室要求自己想办法，各位兄弟姐妹，能不能帮忙弄些N95口罩和一次性防护服，感谢?收货地址：武汉市江汉区万科金域时代3栋1003  龚承先  18627105869 #全国确诊新型肺炎病例##从重查处口罩大幅涨价行为#,neural,1
朱一龙未来可期。//@朱一龙后援打投站:#朱一龙春晚# ?#朱一龙央视春晚# 万里河山留瑞霭，九州天地映朝晖，龙衔宝珠东边来，且将乾坤涤旧秽。@朱一龙  给大家拜年啦！朱一龙,happy,1
来自【mp.weixin.qq.com】的分享 http://t.cn/A6PqCXpD……卍……?……控制和扭转的方法就是停止杀戮……?……太上老君：用艾条点燃，放在那里。然后进空间就可以，不只是净化空间。这个也是在消业障，艾草有很多消业障的功能和鼠尾草是一样的。使用其他香也会有用，但是效率比较低，最好的就是艾草。屈原那个时候为什么大众用艾草来帮他去除其他的维度空间的负面东西，就是因为艾草有驱邪的作用，有非常好的驱邪的作用，哪怕是一点小小的作用在空间，艾草就可以阻挡其他次元的不好的负面低能的干扰，包括你们现在。,neural,1
转起来，太黑心了,angry,1
私家车也不行了,angry,1
#陕西出现一名9岁新型肺炎病例#真心希望基层村干部们大力宣传起来，村里人意识真的很差很差，苦口婆心跟爸妈长辈说了好几天，他们居然认为我在造谣[doge][doge][doge]今天按照习俗大张旗鼓走自家亲戚，明天还要去拜年！！！村里人真的真的太需要基层干部各方面渗透做思想工作，刚才来串门的邻居已经被我赶回去了[doge][doge][doge] http://t.cn/Rxu43Uc铜川,angry,1
有点被吓到,fear,1
[加油][加油],happy,1
医生是一种职业。但是，当“专业精神”和“职业使命”共振时，医生就不再是简单的职业，而是守护众生的天使。即便，常态下的医者们，并不能得到绝对的尊重，可疫情之中，他（她）们从来无悔。并且，越是专业的医者，越是显得坚决，不矫情。 http://t.cn/Rve8Cqs ??北京·格林云墅,happy,1
人类本身更是,neural,1
上海辟谣-实时权威辟谣看这里！携手抗击新型冠状病毒肺炎疫情@QQ浏览器 http://t.cn/A6PqpQb3 ??,neural,1
虽然媒体一方有错但根源不是这问题。转移矛盾发言的范本，原文自己品不多说//@汐酱酱酱:我首页转原po的认真的吗？//@偽正经:惊了，省委班子看春节晚会还不够悠然快活吗？那要怎样才算悠然快活，现在小酒喝着小歌唱着，笑看你们争着张嘴去接他们吐的痰吗？,angry,1
//@Logiquedelasensation://@中危研究所:在足够重视的前提下不乱紧张不恐慌，做好防护。另外，中间有个镜头拍到了休息室，医护人员在里面脱下防护服在吃饭，可以看到，一屋子基本都是女性。,neural,1
老畜生//@KDS-发条橙:真是老畜生,angry,1
『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBv3yL ??,neural,1
#健身[超话]# 疫情复杂之际就发个库存，不能训练也要记得时刻提醒激励自己，发完了和妈一起看#囧妈##春节##Vlog# ???,happy,1
感动哭了！上海传来好消息：抗艾滋药洛匹那韦/利托那韦对新型肺炎治疗有效！http://t.cn/A6P4kqkt ??,happy,1
拎得清，看得懂，想得开是人间最美，你我与共，重要的是携手同行，共赴难关，共享喜乐！我阳光，不喜欢你阴霾，我阴霾，希望你挥洒阳光，执子之手与子偕老就是如此而已。,happy,1
老家/河北某乡村/已经封村了说是上面下的紧急通知村里的小路上也没啥人因为有人巡逻不让串门拜年#全国确诊新型肺炎病例# ??,neural,1
太好了！//@l鱼苗I:支持//@恩和-miao:支持！//@丁香园:大力支持！！！,happy,1
//@追风少年刘全有:网易送的不是寒假作业，是直播课（SARS的时候学校停课就用电视直播课）……疫情严峻，其实这挺好[捂脸],happy,1
【我市新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至10例】 记者从市疾控中心获悉，2020年1月25日16时，我市新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至10例。第10例患者胡某某，男，30岁，北京人。1月18日至20日在武汉逗留，24日抵津时发热，到天津医院发热门诊就诊。1月25日16时经市专家组确诊为我市第10例病例，为轻症病例。目前已转至海河医院治疗，生命体征平稳。目前，我市累计发现新型冠状病毒感染的肺炎病例10例，其中男性7例，女性3例；重症7例，轻症3例；无危重病例。追踪到密切接触者85人，已解除医学观察2人，尚有83人正在接受医学观察。http://t.cn/A6PqpHNN,neural,1
//@深夜一只猫:如果一天的总量800万只，武汉全城不能都戴，要优先确保医院和疑似病患戴，而且要杜绝囤积 //@叶檀: 呼吁，让最高效的企业派干部跟武汉结合，提升运转效率！,neural,1
新年快乐！希望疫情尽快解决！祈祷都平平安安！,happy,1
//@噗叽咕咕咕://@每天都在废话://@漂亮女鹅至上主义:转发才51，潜江真的受忽视太严重了，请列表转转，救救潜江吧[泪],sad,1
嘉兴。新型冠状病毒。97路。真的好危险,fear,1
2020央视春晚：十分用心、十分满意、十分震撼,happy,1
//@下酒猫://@一只阿蟹:已经核实，是朋友母亲的公司，确实在武汉，公开向社会求助，??大家看一看,neural,1
希望这座城市赶紧好起来。,happy,1
//@噗叽咕咕咕://@每天都在废话://@漂亮女鹅至上主义:转发才51，潜江真的受忽视太严重了，请列表转转，救救潜江吧[泪],sad,1
不要盲目恐慌，不传谣、不造谣，我们一定会挺过去的??,happy,1
[泪]???,sad,1
加油//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,1
//@北国佳人李春姬:武汉不会成为孤岛，其他地方也不会。我们是一个地域观念很强的国家，平时大到省市小到县镇，互黑的不可开交。但在关键时候没有一个地方的人会坐视另一个地方的人被围困孤岛，我们绝大多数的人民都会紧紧团结在一起，互伸援手，这就是中国人。,happy,1
杀虫剂杀毒？,neural,1
如果没有什么疫情，这应该是安静的年，会回想很多事情，然后可怜一下自己，现在不用了，疫情让所有人都一样了，没有什么觉得悲苦 ??,sad,1
#香港##全国确诊新型肺炎病例# 【趁火打劫全城抗疫却非万众一心？护士协会要求16.5% cash allowance（现金津贴）】香港护士协会昨日在官方社交网站专页公布，声称已经要求医管局落实前线的需要。本来作为一个工会，护士协会有诉求可说是正常不过，惟在众多要求中，竟有一项是要求医管局在此非常时期，提供「16.5% cash allowance」，此一诉求旋即在各社交平台广泛流传，不少网民都留言批评，有关行为等同「勒索」和「趁火打劫」。,angry,1
//@桑Gsang:刚才一个浙江电影的热搜还上升到骂浙江 也是很无语//@Dddlll_:浙江不容易真的,angry,1
#全国确诊新型肺炎病例# #首个新冠病毒检测试剂盒通过检验# #从重查处口罩大幅涨价行为# #无条件收治所有疑似患者#,neural,1
武汉加油[加油],happy,1
我靠旺旺是真牛逼(想恰仙贝),happy,1
真的假的？？,surprise,1
要平安啊[微风],happy,1
//@不吃菜XBS:这个链接导览很好很全，大家都存一下。都是官方的平台和消息，有需要的可以按目录找需要的信息。谢谢汇总的作者?,happy,1
吉林真是牛批 服气[作揖][作揖][作揖],angry,1
#封城日记#,neural,1
？？？禁机动车？？？人家不买菜不做饭，生病了怎么去医院？？？迷惑行为,angry,1
武汉加油,happy,1
啊啊啊气死我了[泪],angry,1
加油！,happy,1
#一级响应是什么#?#请山西公布肺炎详细数据# 坐标山西一普通村落，我们家所有亲戚都已经自发取消了走亲戚，有武汉回来的人也实行了隔离。预计http://t.cn/A6PqaPov ~4:30，政府会派飞机进行空中消毒。还算有所行动，希望大家都健健康康，平平安安???????#微博贴纸# ??,happy,1
//@花泽美美:害了多少无辜的人//@高冷病患:本次事件梳理得详细又清晰。//@小羊爱吃酱肘子: 我只想说一句话，在已经有实锤在手的情况下，只是因为“害怕引起恐慌”就利用手里的权力去到处堵嘴而不是及时通报的那一撮人，你们害了整个中国,angry,1
央视联合国家卫健委制作疫情防护宣传片，转发让大家看到！ http://t.cn/A6PqSrUu ??,neural,1
加油,happy,1
#全国确诊新型肺炎病例# #陕西出现一名9岁新型肺炎病例# #22个省区市已启动一级响应# #广西20万副N95口罩发往武汉#  ?? ------------------- 復製这条(bO5E1dQwICw) 进入【Tao宝】即可抢购,neural,1
//@我讲旧常识://@帛易-L: 替代性创伤是有医学诊断标准的，它比日常「崩溃」情绪要严重得多，不是谁看几天疫情消息就会轻易发展出创伤。脱离医学语境用这个词会模糊界限，「大家不要勉强自己」当然是一句放之四海皆准的万金油，但我还是想说每个公民都有责任尽自己努力感受、记住这场人祸,happy,1
? ? 平安健康,happy,1
菜菜是高晓松亲妹妹，内部代号深海//@PS3保罗:拙劣的政客手段//@赵脱俗:记住了。//@老了鹰:你视我为同胞，我与你携手并肩。 你视我为路人，我与你形同陌路。 你视我为仇寇，我与你不死不休。,angry,1
好可爱哇 http://t.cn/A6PqNqDY,happy,1
//@YouTube精选:关心疫情的同时也要注意自己的心理健康,happy,1
//@延参法师:同心协力。迎接凯旋。,happy,1
某些吃播up主也管管吧,angry,1
会好的[心]//@节操桥上炮龙烹凤的魔女总裁:大家都想做对的事，它依然是一千万人的家，会好的//@6号月亮: “我知道有一些画面看起来很像电影场景，空无一人的街，临时封闭的城市。但我们知道，『这不是电影，也和电影不一样』。每个人都在用自己的努力让这座城市正常运转。”,happy,1
//@风蚀魔菇:[打脸]是人干的事吗 //@哈院院院院:就是一个hiv携带因为肺炎封路没法拿抗艾滋的药很绝望，希望公安局能帮他，然而公安局转头跑他家告诉了他父母……,angry,1
//@孤沽://@狸角兽:[蜡烛]致敬,happy,1
大家都在做对的事,happy,1
【三亚首批110万只口罩，这样领取→】今日凌晨1:45许，三亚市为缓解市场供应不足组织的首批110万只口罩运抵三亚凤凰国际机场。首批口罩发放将优先保障医疗、交通、公安、媒体、旅游等在疫情一线的工作人员，其余口罩将分发至全市各村（居）委会和社区卫生院，市民游客可凭有效身份证件前往领取，每人不超过5只。,neural,1
武汉加油?,happy,1
注意啦,neural,1
#新型冠状病毒##黑龙江新型肺炎##全国确诊新型肺炎病例# ??,neural,1
我的老家，拜托了 整个湖北都需要支援,sad,1
//@在下翩竹:原本以为有些东西它不必框得那么死，应该给基层一些主观能动性，结果事实证明某些问题就只能框死，你不框真的有些地方就一动不动…[摊手],angry,1
本来全国上下已经很忙了，非要有sb散布谣言，真的fo了,angry,1
@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy,1
武汉加油！,happy,1
//@妖妖小精://@尼古拉是姑娘呐:中央反应时间线很明确了：20号批示，21-22号所有党媒宣传人传人，23号封城，各地一级响应。24号基建动工，物资陆续调配到达，国务院直接越过省市跟人民征集瞒报漏报的渎职行为。所有信息都透露出来中央的震怒和对湖北的不信任……太狂妄了湖北政府！,angry,1
#新型冠状病毒#大家都在家乖乖休息两周，病毒消失了   元宵节正好再出来热闹热闹，举国同庆多好哇！ http://t.cn/R2WxTq1 ??肥城市,happy,1
封城没有公交没有地铁明天开始禁止机动车出行基本的生活保障堪忧全国各大城市启动一级防护意味着临时在外地武汉人根本没地方去没有家回没有落脚地大家淹没在各种信息中如何帮助？最需要的是实实在在的支持，而不是空话，心理安抚。 ??,sad,1
夸夸女鹅 好歹拿我们的钱做了好事,happy,1
哥哥好认真[泪][good][good]焕蓝基金也捐款了[good],happy,1
[good]//@梨视频:医生护士，请上车！武汉4000位私家车主组车队，接送医护人员上下班！,happy,1
//@小菜鸡穿恐龙装:这决定到底谁做的呀？中央吗？这不胡闹吗？底下那么多反馈看到没有啊？待产孕妇，透析患者，偏远就医者，骨折患者等等等，这是在干嘛呀这是，是主事者没有一点经验吗？没有经验赶紧换个有经验的啊！,angry,1
辽宁加油，我希望辽宁人民都平平安安[悲伤],happy,1
旺旺这么厉害嘛！！阿一古,happy,1
浙江有难的时候不奢求你们援助，只希望不要再看到浙江滚出中国这种让人寒心的话了[感冒],angry,1
[心],happy,1
//@我讲旧常识://@帛易-L: 替代性创伤是有医学诊断标准的，它比日常「崩溃」情绪要严重得多，不是谁看几天疫情消息就会轻易发展出创伤。脱离医学语境用这个词会模糊界限，「大家不要勉强自己」当然是一句放之四海皆准的万金油，但我还是想说每个公民都有责任尽自己努力感受、记住这场人祸,happy,1
众志成城，为你们点赞。,happy,1
快联系联系吧！,neural,1
为啥我在哪个评论区都能看的这俩。引战呢？#全国确诊新型肺炎病例##22个省区市已启动一级响应# 有人管管吗？@微博管理员 ??,angry,1
『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vBrciW ??,neural,1
武汉加油//@朱一龙:#武汉加油#我们在一起[心],happy,1
疫情快点消失，人员伤亡最少就是福！//@让红包飞:国泰民安是福，风调雨顺是福[中国赞] @让红包飞 和@央视新闻 一起祝大家新年平安健康～关注我们并转发，抽100位#中国福锦鲤#每人送1000元福气红包！转微博还能立即获得昵称后的“好运福” ，一起转发迎福>,happy,1
我不是为了我自己，也不知道他们有没有人性，我只希望中国好起来#新型冠状病毒# http://t.cn/RyLBZ0X ??南通·海安县,happy,1
千里送病毒的还是人吗[泪],angry,1
//@丁香园:转官方版本,neural,1
[赞]//@泰姆和泰德:[泪][泪][泪]理科生好厉害//@从前有个我现在他死了:我我我[允悲][允悲]周三和非生物专业的朋友讨论的时候说的话，竟然真的有效，太棒了！ http://t.cn/A6PUkCmi,happy,1
我也相信！,happy,1
[赞],happy,1
带着希望的温暖//@小柠萌鸭9999:说的对，我看的时候就很像未来回忆的素材//@cheuwy:这可能成为一段历史的记忆点  多记录真实，为未来反思提供素材,happy,1
看评论说是新乡 我的恐慌减少一点点了,fear,1
#全国确诊新型肺炎病例##河南硬核# 尹宏大大太给力了 ??,happy,1
夸夸夸//@付钱开始故事:说实话真的没想到短短一天能集到4w＋，咱家不多话只默默干事的姐姐太多了。逸后行动力令人服气，时间紧事情却做得滴水不漏细致入微，还能非常有心选择黄冈，必须夸一夸，真的很棒很棒很棒！,happy,1
哈哈哈哈哈哈可爱//@不必装蠢朱素娥:不愧是我从小到现在还在为了最后一片仙贝跟我弟打架打到爷爷奶奶来劝架的旺旺！！！你值得！！！,happy,1
p1和我爸聊天记录p2麻醉科的老师p3……[微笑] ??,neural,1
我们一起行动起来，武汉加油，我们与你们在一起//@环球人物杂志:#抗击新型肺炎我们在行动#,happy,1
1//@战羡兔紙:#武汉加油# [拳头]同在//@战羡兔紙:加油！我们一直在！[拳头]//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,1
武汉越来越好 一起都越来越好,happy,1
这么一算我真的有捐很多……//@闪耀暖暖铁蔷薇攻略组:[心][爱你]有我们所有叠纸玩家的一份力,happy,1
明天一早最早的车返程，无任何身体不适，休假几天也是在家哪都没去，也从家里背了一些口罩带回去，老母亲准备了一下午的干粮怕我一个人在苏州吃不上东西，希望疫情早些控制住，好让我清明回来给外公外婆合墓。#2020年春节# ??,happy,1
希望大家都平平安安的[悲伤][悲伤][悲伤],happy,1
整个湖北省必须全封，8天以后就好了！二次传染将会杜绝！#武汉一新冠肺炎感染者出院##武汉新增136例新型冠状病毒肺炎病例# ??,neural,1
//@别怕我们有防护门:湖北，荆州请求支援！！ 不止武汉，荆州也一样的困难，连最基本的口罩隔离衣都用完了，科室的医生护士没有护目镜隔离衣，相当于肉搏，恳请各方物资支援！http://t.cn/A6P40a5j,sad,1
啊我太晚了,sad,1
发国难财必须重罚！,angry,1
//@吳青峰新人站:首先祝大家新春快乐！今日站站考虑再三以后，决定再次发起由武汉市慈善总会为防治新型冠状肺炎的专项筹款：http://t.cn/A6PZdhRT。大家量力而行，尽自己绵薄之力！（将p1存入相册，vx扫码进入）[作揖][作揖][作揖][鲜花][鲜花][鲜花],happy,1
@华晨宇yu 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@华晨宇yu:#武汉加油#  我们一起打赢这场防疫战,happy,1
//@Eva今日生气了吗:床位越多缓解的压力就越大啊，无论是医护人员还是病人//@烟锁池塘柳_YL:那疫情是有多严重……,sad,1
加油，你们也是最棒的，一定平安归来！,happy,1
敲可爱//@痒痒鼠办事处:哈哈哈哈，这么唠叨是我的亲大舅啦，不过连连喂我吃多少都没关系[害羞],happy,1
妈的，真的是无话可说！[怒],angry,1
预防,neural,1
#钟南山称已有药物将用于临床治疗# 好消息快点来吧???,happy,1
//@追风少年刘全有:大家看看这个视频，一线医生说的//@北国佳人李春姬:不要过度紧张，也不能掉以轻心。能少出门不聚会还是在家多呆着。,neural,1
//@陈迪Winston:感染者常见症状：发烧98%，咳嗽76%，肌肉酸痛或特别疲劳44%，咳痰28%。55%发生呼吸困难，从发病到呼吸困难的中位数时间为8天。最初一批患者中68%已经出院，15%已经死亡。不知病毒在后来的感染者身上会不会有新的变化。,neural,1
[跪了][跪了][跪了][跪了][跪了]求求做做宣传，戴口罩的不算少。但是很多年轻人也不带[摊手][摊手][摊手]//@白桃木糖醇:球球了[跪了][跪了][跪了],sad,1
你娘的 还不一级响应,angry,1
移动互联网的进步，在重大灾难面前的所展现的优势！！！！,happy,1
//@啵唧_yibo:你也要注意照顾好自己,happy,1
流泪了我,sad,1
[赞][赞][赞],happy,1
支持，大爱无疆[心],happy,1
#安徽确诊新冠肺炎15例##一级响应是什么##安徽启动一级响应#  坐标安徽宣城市郎溪县可算看到动静了 ??,neural,1
这次疫情让我感觉到虽然武汉政府形同虚设，但中国一直以来一党执政的决策真的是太对了，基建、通信、交通都被国企垄断的决策真的是太对了，要放到多党执政，根本不存在国有企业的资本主义国家，估计只能任由疫情蔓延....... ??,angry,1
#陕西出现一名9岁新型肺炎病例##无条件收治所有疑似患者##全国确诊新型肺炎病例#，在这个人心惶惶的时候，正是需要大家一起努力克服困难的时候，还有这种拼车乱跑的事情， 也不知道真的假的？希望有关部门可以保持警惕，严密排查可疑车辆[泪][泪][泪]为了自己和他人的安全，这种拼车还是不要到处跑了吧！,angry,1
#青海肺炎#确认了 http://t.cn/z8AqJl0 ??西宁·青海省人民医院,neural,1
健康年才是幸福年[心]致敬,happy,1
//@在下翩竹 :原本以为有些东西它不必框得那么死，应该给基层一些主观能动性，结果事实证明某些问题就只能框死，你不框真的有些地方就一动不动…[摊手],angry,1
//@潇洒搞事BOY:现实版生化危机,neural,1
#追星女孩 募捐# wyb#正能量艺人王一博#    跟随王一博传递正能量！齐心协力，共渡难关！@UNIQ-王一博,happy,1
敢医敢言，国士无双！向钟南山院士致敬！,happy,2
我们公司怎么还没发有关这次的通知啊，就希望湖北回来的员工先自行隔离两周，没事的话再来上班不然这样我也很害怕… ??,fear,2
有温情叠//@邦迪Bunny兔_Sho:叠平时虽然又抠又坑，但今天得夸夸！,happy,2
//@风青杨V:好样的！,happy,2
最后一句心疼了,sad,2
【武汉：进一步阻断三镇间公共交通】据人民日报，武汉将进一步阻断武昌、汉口、汉阳“武汉三镇”之间的公共交通，中心城区实施机动车禁行管理。//@新鲜苹果888:滴滴成立“医护保障车队”免费接送武汉医务工作者//@新鲜苹果888:圆通速递免费为武汉运送救援物质,neural,2
呵呵，这他妈的傻逼地方，给钱都不去，,angry,2
[心][鲜花][作揖][赞]//@针灸匠张宝旬:榜样。,happy,2
谁逼逼的谁负责，建议下台自杀！[怒][怒][怒] http://t.cn/A6PqKx7u,angry,2
也照顾好自己[心],happy,2
??//@柳叶安安:湖北人再坚持两天，相信很快就能恢复正常运转了。,happy,2
每天都路过，但是每天都以为是山寨医院[哈哈][哈哈][哈哈],happy,2
已经第二天 没出家门了！现在珠海家里吃的全靠山姆会员店上门外送！为了不给国家添乱，先7天不出去，实在不行半月都不出去了。广东和珠海深圳都是高发区，这种肺炎病毒的最长潜伏期应该是一个月，14天的说法并不准确！最短的可能当天就被传染爆发了！它会直接攻入你的胸腔再引起发热高烧，胸腔里面除了肺还有心脏，会像大石头压在你胸腔上面，这也是为什么会有人很快就死亡的原因，年纪大了人呼吸困难伴随心脏衰落骤停暴毙那种。比流感沙士严重多的多，因为直接攻入胸腔！大家千万不要出门，上班最好延期两周！ http://t.cn/RKKpTgI珠海,fear,2
#战胜疫情# 最重要的还是做好个人防护。戴口罩、勤洗手、避免聚众、减少流动性。这是最基本的要求。,neural,2
长这么大，真第一次见到这阵仗[允悲]如何安排好必要的出行呢？真的很考验武汉的综合运作能力[挖鼻],surprise,2
已捐！#武汉加油# [心][心][心],happy,2
确切信息，会避免出现大面积恐慌和谣言，也能针对密切接触者。//@雷颐: //@袁伟东:这样做很好?一定要把详情公之于众。,neural,2
