content,labels,type
狼狈不堪，彻夜不眠，惶恐不安的一天将过去！愿你以后擦亮眼睛，再也不要把自己莫名其妙陷入难堪的境地！宜州市,fear,usual
广电总局真龌龊，盒子没有用了，没有用了，没有用了,angry,usual
大清早，发现自己有个特别帅的老公，好开心。,happy,usual
长大后，并没有变得多了不起，还是会犯错，还是会迷惘，后悔没有对讨厌的人更坏一点，没有对喜欢的人更珍惜一点。——《我的少女时代》,sad,usual
……别这样为什么有爱的都不OA(ಥ_ಥ)剪刀手,sad,usual
"大祭司为终身制，掌握实权,可婚娶,各地祭司皆由其任免。",neural,usual
现在晚上蚊子特多，昨天找出蚊香点燃，晚上睡觉把窗把门都关上了，结果睡到半夜被浓烟熏醒，结果一下，吓死了，赶紧拿水浇灭，打开门窗一屋子的浓烟，哎，点个蚊香都差点着火，真倒霉,angry,usual
友谊就是特么的我高烧时还默默关心我叫我去打针吃药叫我多穿衣服的，知道我爱吃糖就隔万里的给我快递糖，我看到的是似亲情一样的爱，有种感动我会默默放心里，对我好的人，我会用生命爱你。,happy,usual
再好的缘分也经不起敷衍，再深的感情也需要珍惜眼前。歌可以单曲循环，人不能错过再现；情可以平平淡淡，心不能视而不见。,sad,usual
这一刻，我突然怕了……不管怎样，告诉自己做一个坚强的人。,fear,usual
在京展出结束后，又去四川、上海、浙江、南京进行巡回展出。,neural,usual
和男朋友的对话我的脑子里一天都在想啥新头像哈哈哈每天说这些挨揍都没人拉着的话,happy,usual
头痛头痛头痛…………闲人勿近！,angry,usual
查银行卡明细登网页提醒今天是生日写着祝你生日快乐还在纳闷儿,surprise,usual
生活亦是如此，要么你选择生活。要么生活选择你。只是看你是主动还是被动,neural,usual
龙母祖庙是海内外龙的传人“四海朝宗的圣地，龙母文化源远流长，母仪龙德百代磬香，龙母瓷恩泽被后世。,neural,usual
我的脖子怎么就让椎住了呢？疼💩了……这颈椎带的脖子疼的快疯了……,sad,usual
情商低的无药可救别以为我是软柿子你TM不好使,angry,usual
一个内心不够自信和强大的人，往往需要靠发脾气来提高自己的气场。这是一种自卑的潜在表现，真正内心强大的人是极其柔软的。善于掌控局面，可做到淡定与从容，高人是谁？利万物而不争，通过抬举和成就别人来修正自我的强大能量。人成长到某一个阶段遇到的阻碍并不是技能的瓶颈。,happy,usual
星期天！！！还以为是星期六，等看王自健脱口秀,surprise,usual
晚上带着点点跟宋同学视频，问他短发好看吗，他说好难看。就这短发比我高中不知道好看多少，那么多男孩子追我都Xia了吗,angry,usual
据说石象路是明孝陵中的一条神道，两侧有六种，共十二对石像。深秋的季节，金黄的落叶铺满石路，走在上面疏疏落落的声响，宁静怡然。这么美的路是真的么？,happy,usual
该地顿失建置州城百余年的优势，继唐“九子城后，“德州再次由盛而衰走向“低谷。,neural,usual
可怕，尤其最后太吓人了,fear,usual
平淡是生活的主线，精彩是人生的点缀。我希望自已也是一颗星星：如果我会发光，就不必害怕黑暗。如果我自己是那么美好，那么一切恐惧就可以烟消云散。,happy,usual
逼我爆粗口点一首歌这样换一个还这样都不让人好好听个歌么,angry,usual
1955年到青城山常道观参拜易心莹大师，见易大师道德高尚、学识渊博，乃留居常道观，聆教于易大师。,neural,usual
一大早，逼我爆粗你个没素质的死老头，随意变道插队不打转向灯不只一次，还那么凶@宁波大小事@肖巨牌@1047贾老师V@宁波发布@宁波市公安局交通警察局,angry,usual
想换个手机还差999这个语音王我都用了三年了,sad,usual
忘了什么时候，把曾经的那个自己给弄丢了，，，，还能找回来么？,sad,usual
工作瞬间又有很大的变故，我又很不淡定的心中骂脏话了，骂过之后依然不爽，NTMD什么都不跟我商量，就TMD直接告我一结果。什么玩意啊？呵呵。算是考验我的耐性，耐性没了，姐就不玩了。WBD，气死我了。WBDWBD,angry,usual
小骨虽然不爱说话，但是多给点镜头会死啊，还整天拿小骨宣传博眼球,angry,usual
哭吧，反正房间只有我一个人，心里极度委屈，极度窝火…我是多么好说话的一个人，竟然也能和他们吵起来…忍无可忍…真的特别特别特别火,angry,usual
完美结束这几天真的忙晕呢，谢谢朋友们的到来,happy,usual
“你知不知道你不笑的时候很高冷”“...恩比较忧国忧民”,neural,usual
有一颗想早睡的心，但却没有能早睡的命,sad,usual
原来余弦妹的宿敌从来不是LO娘或者JK，是伪娘？！！！！我又学习了…………,surprise,usual
能不能不要这样啊，给口饭吃一下不行啊mamk,angry,usual
Morning！帅的人已经起床了。,happy,usual
不能不说这孩子真是一个让人意想不到的神童。,surprise,usual
气死我了，一上班打开电脑打开音乐。妈蛋！我谦的歌只剩四首了，当我不识字啊，当我不识数啊!我昨晚走的时候还有14首，早上来只剩4首。当我瞎啊别让我知道凶手是谁！！！！！！,angry,usual
39天了，今天知道了临床技能考核没过的消息，非常失落。扶不起墙的烂泥巴,angry,usual
努力尝试着关灯睡觉看了一恐怖图片吓得我立马把灯打开一个人始终没办法关灯睡觉五毛你在身边就好了,fear,usual
田维明等，“台湾的入世准备工作，《世界农业问题研究（第四辑）》，479-488页，中国农业出版社，2001。,neural,usual
每次好朋友来，不是火气特别火爆，就是心情特别抑郁。一开口就会得罪人，真的是醉了,sad,usual
大Boss要去外地照顾她手术的爸爸了，前后20多天于是单位里她本来要做的大大小小的事情以及各种各样的作业批改以及课程全部就都交给了我呵呵哒没一份加班钱不说时间精力和压力全都成双份了！整的我应该的似的！唉，接下来的20多天我该怎么办啊啊啊,angry,usual
秀水状元村掠影1(20张)秀水状元村本数据来源于百度地图，最终结果以百度地图数据为准。,neural,usual
去儿子学校路上遇到幼儿园放学奶奶接着孙子大概三四岁的小男孩来一句“奶奶，闻到老家的味道了”奶奶奇怪了老家是什么味道,surprise,usual
〖北戴河〗立秋后8月份仍然是北戴河旅游的黄金时节，沿海边漫步欣赏风景非常惬意。夏季来北戴河主要是看海景、吃海鲜，以消暑、度假、休闲为好。清光绪二十四年清政府将北戴河区海滨开辟为“各国人士避暑地”，到1938年，这里被建成了一个带有殖民地色彩的避暑佳地，很值得去。,neural,usual
今天还没写今日总结，因为根本没时间了！！！将近两万字的转正材料才写了三千，明天交。Ohmygod，天天、时刻都有不想活的念头。不怕不怕，加油加油,angry,usual
我跟醍醐小姐感慨看到你这种93年的就觉得我老了。醍醐小姐默默的拉着赵博士刷存在感，是两个。看着我怨念的眼神，醍醐小姐凉凉的补充了一句，你也是还有机会的，找一个97年的平均年龄还是可以反超的。唔，让我想想，现在应该正在大一。。。#我和醍醐小姐的日常#,sad,usual
抽了个上上签，打了个最臭的牌傻逼傻逼傻逼傻逼傻逼傻逼傻逼佩兰傻逼吃屎去吧吃屎去吧吃屎去吧吃屎去吧吃屎去吧吃屎去吧吃屎去吧,angry,usual
一路走开，惊喜不断，放下执念，继续勇敢前行.,happy,usual
希望以后每年的初雪都能在一起缅怀这段时光没有分离没有失去,happy,usual
你又去了韩国，离你更远了，不能去你的城市，你也不会来到我的城市……,sad,usual
7、承办市委、市政府交办的其他事项。,neural,usual
位于该村土坑村中土坑村民组境内一土坡上，面积约有2000多平方米，面临率水河流域，其河道成S状，河面宽畅，水流舒缓。,neural,usual
本数据来源于百度地图，最终结果以百度地图数据为准。,neural,usual
嘴巴泡了，果然肿肿的性感多了，然后第二天就更肿了还带点疼！,angry,usual
由于有了克里斯玛人物，传统以一种同以往不大相同的形式与实质而延续下来。,neural,usual
就是喜欢和她聊天，每次聊完心情都不一样，这样的朋友才算是真正的朋友吧！晚安了朋友👬,happy,usual
背道而驰不再交集是我们一转身只是陌生人,sad,usual
有得必有失，有失必有得。果然是真的，虽说并没有失去多少，但我却得到了比失去多得多的人和事,happy,usual
他们反对或者歪曲唯物论和辩证法，反对或者企图削弱人民民主专政和共产党的领导，反对或者企图削弱社会主义改造和社会主义建设。,neural,usual
每每想到怪兽，还是泪流不止，missyoubutmissyou，,sad,usual
这大冬天的还天天被蚊子叮，受不了了,angry,usual
这段时间找工作发现这个社会对女性的歧视简直是到了令人发指的程度。基本上每家公司都会问到。委婉点的会问你对自己的人生规划，就是成家生子这方面是什么样的？直接点的就会说：你这个年龄太尴尬了啊，还没结婚生子。摔！姐姐才23不到24啊,angry,usual
又到半夜清醒时。😂😂这是病，得治。,sad,usual
一到这个时候就生病，去年这个时候也是，只不过当时是有人陪，现在是自己陪自己。浑身冷，难受。,sad,usual
愛是苛求的，因為苛求而短暫。友誼是寬容的，因為寬容而長久。中國作家周國平,happy,usual
真是可怕！一个女孩子居然可以这样拍照出来又不是什么模特之类！难怪大家都在指责这个男人她那么维护，也是她转发的看环境像是在宿舍里哇，她在宿舍里就穿个胸罩还一直自拍，宿舍里其他人不把她当神经病啊，有这种舍友，真是日了狗了，现实里没朋友的吧，小小年纪吓人到，发骚成这样,angry,usual
能否在眼前就知道有没有做正确的选择,fear,usual
我知道我是上火比较厉害，但是这么多金银花苦呀,sad,usual
我对每天早上9:00要到岗上班的广大人民表示佩服得五体投地，这早高峰实在是...太可怕了,surprise,usual
怎么整天这么倒霉啊真是他妈的烦死了,angry,usual
天呐，要不要愣个夸张，我的阅读量从来没超过500。我只有说，源乖乖你赢了,surprise,usual
有人说这是近一亿美金的＂老坑玻璃种翡翠白菜＂摆件，可我怎么看也不像是A货，总觉得是玻璃,neural,usual
防电脑辐射妙招，吃高钙质豆制品骨头汤鸡蛋牛奶瘦肉虾等、吃有益眼睛鱼类鱼肝油。胡萝卜菠菜、地瓜南瓜……枸杞子菊花。芝麻萝卜、动物肝等。,neural,usual
莫名其妙多了好多僵尸粉，又莫名其妙少了很多僵尸粉。神经病的僵尸粉。我不需要僵尸粉。,angry,usual
给自己最好的礼物，就是真性情和真兴趣冬天的早晨能赖在被窝也是一种小幸福。早安！,happy,usual
马石店乡南夼村姜谦习的妻子遭日军枪杀后，她不满3岁的幼女瑞凤还在母亲怀里吃奶，12岁的长女和6岁的次女哭着喊着叫“妈妈回家。,neural,usual
终于有人讲出了我的心声，这种所谓的球星还有人喜欢,surprise,usual
"当年EddieHalliwell,GuyOrnadel和DavePearce这泼BBCRadio的大红人把这首单曲打翻版后，跳舞大场Godskitchen旋即将‘NervousBreakdown2002’收进自家大碟。",neural,usual
大婶很黯然说：唉、水果生意不好做啊。,sad,usual
韩国的情色片真的太讨厌了，微博刷的比欧美岛国的还频繁，无聊乏味，且恶心，这到底是一个怎样的国家竟能如此高产这种低质量只知道动作动作无内涵的片！,angry,usual
这两个颜色都喜欢，不知道选哪个了😄,neural,usual
"3、应征作品由专门成立的评委会选定入围作品五个,由会员网络投票和评委会相结合的办法最后评定,原则上尊重会员的投票权利。",neural,usual
科技成果均经江苏省科学技术厅或国家轻工总会等成果鉴定，达国际国内领先或先进水平。,neural,usual
看到这个词的时候我是懵的然后求助了度娘：鲁棒是Robust的音译，也就是健壮和强壮的意思。惊诧于国人翻译的能力。,happy,usual
凡事都有两种结果，好，坏。往最好的方向努力，同时做好最坏的准备,happy,usual
时间真的是一把双刃剑，来这住宿一个星期了，每天工作都不是滋味，到底是因为什么，是钱不够用还是？心态调整吧，锐佳！,happy,usual
随手评论的一句竟然就上了马建国的热评,happy,usual
再一次感受到了这个世界深深的好意，加油，小伙伴们。,happy,usual
不管我绝对不同意老公扔下我自己和朋友出去嗨,angry,usual
常见的海豹有：斑海豹、琴海豹、冠海豹等等。,neural,usual
中国什么时候能出台反虐待小动物的法案！进监狱的那种法案治治这一系列死变态！气得我都要哭了！人在做天在看！虐猫虐狗的走夜路你不害怕吗！举报他！@g5rg2006,angry,usual
“对在乎你牵挂你为你哭的人好一点别哪天一梦醒来发现在数星星的时候把月亮弄丢了”,sad,usual
下什么雨下什么雨，下！！什！！么！！雨！！！！！,angry,usual
如果曾经为别人做过什么。不要事后提醒对方记得你的付出：如果别人曾经出于信任对你分享过他的软弱……不要以此攻击对方以证明自身强大。这均是高贵举动、不要轻易去挑战和考验人性：人性经不起这些，它需要的是保全、余地，推挡：遮盖！,neural,usual
今天辛苦了，大家都看得出你很疲惫，回去要好好休息，早点睡觉哟～也希望你的团队，你的事业越来越棒～晚安❤❤❤,happy,usual
我大概是十七岁的时候看见过恐怖东西，挺吓人的就不具体描述了，当时和家人朋友说了没人信，就在也不和别人提起了，只有我知道是真的，现在想起来当时看见的全身都冰凉[拜拜],fear,usual
我们家的小家伙会翻身了，还抬起头哇哇叫，刚刚差点摔下来了，吓死我,happy,usual
刚知道今天的快本wuli峰峰不参加但我想看他和我胖迪同台啊,sad,usual
刷微博手贱点到不该点的东东，吓得把手机扔了，尼玛，劳资晚上一个人！！！,angry,usual
我真的想你。想你在我身边。在我心里的你,sad,usual
据说麦当劳也看好婚宴市场，准备要推出婚宴套餐了,neural,usual
妳们的拍照技术。彻底膜拜。敢不敢给我拍好看点。给我拍这么丑。,angry,usual
没有人对感情这方面是绝对自信的，你永远想不到别人心里对你的看法。这时候你要去试探摸索，有好机会就不要沉默。当然缘分是天注定的。而我确是#下雪了#向来缘浅，奈何情深！,neural,usual
办公室里的秃头男好讨厌没事时就在办公室晃来晃去看别人做什么多管闲事啊老是看我在做什么问我在做什么关你屁事,angry,usual
最最最讨厌趁我不在宿舍乱翻我东西还给弄坏了别指望给你好脸色了,angry,usual
总有那么些事会影响人的心情，也并不是没有经历过，心也该有点韧性了，但有些事情还是会让自己觉得难过。晚安吧自己，还有这心情。睡一觉醒来又是新的一天了。,sad,usual
邓紫棋那傻逼娘们，娱乐圈赶紧封杀她吧，别让她出来碍眼,angry,usual
删掉几百年的微博，时至今日竟然还见到,surprise,usual
最讨厌看到信息还不回这让我很不想理人也以后不会找你,angry,usual
钱啊钱你怎么就离我而去了呢不是说好的要永远在一起不分离的吗为什么为什么你就这样舍弃我了呢,sad,usual
好像只要有人问我“在干啥”我就会不自觉想回“在吃饭/麻辣烫”。,neural,usual
我不去！！我不追！！我不转！！我不看！！我没钱！！没时间！！没身份证！！不去不去不去！！！！没钱没钱没钱！！！😭😭😭😭😭😭😭😭😭😭😭😭😭可是又想他了。。,angry,usual
whatshouldldo?讨厌现在的自己，每次都不过脑子。现在好了吧后悔已经没有用了,sad,usual
累，想孙贱b家的事不小心摔倒了呢,angry,usual
最近是招骂体质啊，看见领导就挨批,sad,usual
亭南山麓有“玫瑰山，其地为原香冢、鹦鹉冢、赛金花墓遗址。,neural,usual
到底是96年的公牛强还是本赛季的勇士强都不重要了能不能打破记录就看湖人的脸色了🙏🙏🙏,sad,usual
真尼玛讨厌让别人帮忙前不加“请”后不加“谢”还一副理直气壮的“来，XXX你给我拿一下那个”真想让你滚蛋，惯的你的臭毛病，果然是从小没教养,angry,usual
今天才知道当年公主小妹里面张韶涵用的那个红手机是可以旋转的,surprise,usual
太让人反感了！对于我这种寝室宅，简直是过不下去的节奏！不开心,sad,usual
我昨天下午拔牙，边拔边哭，确实疼，也是我胆小还有紧张也有关。我一直掐着我老公的手，他一直安慰我。回家路上在车上我还一直哭，我告诉自己别哭了，眼泪还是流，好丢人啊！。后来我问他医生拿锤子在砸我牙还是肉，他说骨头，我就更害怕了。哎，想想我那颗长歪了的牙也得拔，我就胆怯。[怒],fear,usual
长达一年的奢侈之后，我的帐户终于又要透支了,sad,usual
谭伯源同志是第九届、十届、十一届全国政协委员。,neural,usual
现实版的水果忍者，这刀法、这速度、不怕切到手吗？,surprise,usual
被最亲密的人质疑自己，就，反正自己一败涂地。那，你们认为我很差，我已经差到就目前来讲的人生底谷了。那，我的好，我就没有好的。有时候真是想暴cry也是做不到的，就忍一下再笑几笑哈哈哈。话说白天还没拉完的💩怎么就拉不出了,happy,usual
这不科学！！！昨天还是4.2斤还饿的半死今天怎么还重了0.2,angry,usual
王凯这是真红啊，好开心，带了王凯阅读量2万，凯凯，你牛,happy,usual
就不能考虑一下其他人吗，自己睡不着，还吵着不让其他人睡，还好意思说叫人家不要怪了,angry,usual
1主要职责一、监督、检查《烟草专卖法》及其《实施条例》等有关规章、规定在本辖区内的贯彻、执行情况。,neural,usual
一个普通没喝完～胸就变得这么大了～真是没谁啦,surprise,usual
喔~~虽然如此，在这个腿早已被冻麻的冬天，还是怀念温暖的被窝,sad,usual
准备了半天的presentation，今天早上突然延后了，我还不知道要带翻译，真的太不爽了，麻辣鸡。,angry,usual
oh！no！我听到了什么？宝宝是谁,surprise,usual
穿着正装高跟鞋在雨中奔波到刚刚，累到感觉不到冷,sad,usual
这种阴冷潮湿的阴雨天如果喝不到热腾腾的奶茶那和咸鱼还有什么分别,sad,usual
扒皮贴胡乱说也就算了，你一个营销号说话能不能负责任！,angry,usual
商丘火球转盘惊现ufo@微博商丘@商丘网@商广网,surprise,usual
试题过滤可以进行选择性测试：练习新题、错题重做、星级试题、精华试题，也可以对题型进行过滤，如只练习单选题。,neural,usual
理完微博发现自己以前话好多，满满少女心。第一条是2011年的新年希望自己永远18岁，现在连生气时发个句号冒泡的习惯都改了。立正，向前看。(˶‾᷄⁻̫‾᷅˵),happy,usual
你明天再让朕加班朕就是一巴掌！！如果明天继续加班，就删掉重新发一遍,angry,usual
"妞宝昨晚用磕磕巴巴的英文讲了她的同学印度小女孩如何带午饭的,我以为她馋了问她:douwanttobringurownlunch?Shesaid:no,Iasked:douwanttotryherfood?Shesaid:shedon'tlikemytry!Isaid:why?Howdouknow?Didutry?令我惊讶的是她说：Inevertrybefore!",surprise,usual
我们不肯探索自己本身的价值，我们过分看中别人在自己生命中的参与，于是孤独不在美好，失去别人，我们惶恐不安！,sad,usual
好有压力抽根烟就过去了头痛到爆炸想的事情太多了解决的方法不够,sad,usual
讲真，蒸煮过得不好，多半是粉丝zuo出来的，迁怒谁都没用。#一个混饭圈八年的老人的感慨#,angry,usual
昨晚可是把我给喝翻了，差点吐死我了，太难受了,sad,usual
友谊法则第一条：尽量不要让你的朋友感到孤单……所以啊，有事儿没事儿放心大胆去烦烦他们。。。,happy,usual
#今日贴纸打卡#[眼泪][眼泪][眼泪][眼泪]一大早关闹钟时，发现有我妈未接电话！瞬间清醒，马上回过去，结果我妈告诉我，睿睿啊，我已经到你学校了哈，刚刚给你打了那么多电话，你咋没有接哩！我现在在北门[惊讶][害怕][惊恐][鼻涕][脸红]！！！不是告诉我没票了吗吗嘛[马头]！！！成都·理想中心,fear,usual
毛病！天天讲这些！听的耳朵都要长茧了！没地方耍威风，跑这里来吵吵！水平嘛一点水平都没有，废话死多！,angry,usual
到底是谁搜了蓝可儿！看好友热搜吓死我了，想起了被蓝可儿支配的恐惧，连带着想起了被黑色大丽花支配的恐惧，连带着又想起了被封在水泥里的那个人，啊啊啊啊啊[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂],angry,usual
万氏著作，说理深入浅出，明白易懂，有很大一部分是用诗、词的形式写的，便于学习和记忆。,neural,usual
我喜欢你，所以你也要喜欢我。呵呵呵，请问谁给你的自信,angry,usual
"他跟她相爱了半年，分隔两地。愚人节那天，他赶到她的城市，中途她打了几个电话给他，他在买玫瑰，便匆匆挂机了。她生气地躺在床上，埋怨过后就迷迷糊糊睡着了。突然她的手机响了。""伸出你的手""他说。她伸出手，却刚好被他握在手心.""亲爱的，半年纪念日快乐.""",happy,usual
我得小心脏啊～～～吓死了，，，，希望不会得狂犬病，太吓人了～～～！！！乖乖按时打针啊～～～,fear,usual
半年前买的两株发财树，照顾不周，一棵死掉，一棵半死不活,sad,usual
若是讨厌你的人你做得再好他也不会赞赏你。可那个喜欢你的人就算你有再多的坏毛病他也会包容！,neural,usual
第四件好事打麻将赢啦就酱～碎觉,happy,usual
操你妈逼，你这种人就不应该活着,angry,usual
半夜睡不着觉曾经的漫山遍野如今真的是连影子都没有终于知道什么叫珍惜眼前因为眼前会在不经意间蒸发叫你什么也看不到我并不喜欢这样的我因为我失眠了,sad,usual
我收本战斗力太低了π_π真琴生快哟(⑉°з°)-♡,happy,usual
在胸部的下部和体侧有红色绒毛。,neural,usual
纪录下我的第一次！我今天竟然会给自己打针了！,surprise,usual
小的时候看那些武打片电影，那些大侠腰里背着一把刀行侠丈义打包不平，现在长大了也回到现实了也背着一把刀为了生活奔波,fear,usual
驾驶的小行星采矿船，通过抓住，拉，粉碎的方式，采集行星上的矿石。,neural,usual
这一墙的妈妈煮山楂海报都要把我惊呆了,surprise,usual
又是一个月的17号，一年多了，如果…，多好！真的不想一个人走，有没有后悔药？有没有时光机？如果有，请让我任性的拿全部去换,sad,usual
男人，要有一个男人的样子，利利索索痛痛快快，不要扭扭捏捏婆婆妈妈。男人，要保护女人尊重女人，不要强迫她做不愿意的事；不要打女人，无论她伤过你还是骗过你。男人，要说话算话，吐出去的东西再咽回来，自己都觉得恶心。男人，可以不帅，但一定要有风度修养内涵底蕴。男人，可以丑，但决不能丑陋。,happy,usual
妈蛋！一个床戏预告忽悠了两周！结果居然是没！滚！成！,angry,usual
“扶老人险”！？真是够了！这种社会亚健康的有点太过分了吧！这种商业化的方式无疑是对社会痛点莫大的讽刺。人心失了道德，投再多的险也扶不起来。匡正社会风气，与其用这种不痛不痒的手段，倒不如从根源找问题的解决办法！,angry,usual
只是在Google随意输入年初来的新同事的名字，发现是个已经获奖无数的音乐家，某个考试还拿了全加的最高分……之前只知道他在UofC有包括音乐在内的双学位，我操，瞬间就吓尿了！,surprise,usual
到底是苹果手机偷流量，还是运营商偷流量！,angry,usual
"""孤独足以让人迸发出无所畏惧的勇气""",happy,usual
生产时上下加压，强力振捣，特别是QTJ-4制砖机，非常适合生产标砖，其强度比粘土砖高，更换不同模具后，还可生产各种砌块。,neural,usual
突然很想养只猫～～然后发现连自己都养不好,sad,usual
平行世界，多元生活。#阿弥陀佛，么么哒#,happy,usual
找到单身多年的原因了，接触到帅大叔会脸红心跳，自动躲得远远的沉默沉默沉默，关键是顺路送我我也拒絕，情商低的注孤生了,sad,usual
早上，小朋友扮演卖气球的。问她，多少钱一个？答，五十。妈妈说，太贵了。小盆友回答，五十元一个是可以选颜色的气球，十元一个是不能选的你牛。,neural,usual
所以，所以你们，都是对我失望透顶了是吗,sad,usual
一路走来，我不优秀。但我善良不虚伪，直来直去。做事坦坦荡荡。我不聪明。但我不傻。很多事，我都能看明白。只是不想说而已。因为人太聪明了会很累。有时糊涂一些更快乐。,happy,usual
笔头总是这个比样儿，擦干净了一下子墨又出来了，强迫症求解,angry,usual
吴贻芳１９２２年留学美国，先后获生物学博士和哲学博士学位，１９２７年回国，成为金陵女子大学第一任女校长。,neural,usual
为什么每次睡醒我的眼罩都会不见,angry,usual
一早看到一条朋友的八卦很是震惊...立马清醒了...好吧...你们开心幸福就好...,surprise,usual
坚果刷了民间MIUI7居然比自家的smartisanos好用什么原因？,surprise,usual
市北区人民路287号居民小区内摊贩严重扰民，高声叫卖，垃圾遍地、海货摊贩将污水倒在小区的路上，臭气熏天，小区居民无法开窗通风，严重影响小区居民正常生活！！！@青岛市市北区四方街道办事处你们收费，居民遭罪,angry,usual
反正就是中后场人手一张黄宝石就对了。,angry,usual
出去溜达一圈，啥也没吃就回来了，话说，貌似胖了，刚吃了两块巧克力，吃完就后悔了，这不长记性的嘴啊,sad,usual
我都怕说多了我自己都当真了。自己骗自己，制造一个可供心安的一个假象，有意思么？除非讲多变真……唉,sad,usual
难过的时候有人陪真是这个世界上最最最幸福的事，比吃好吃的还幸福。,happy,usual
谁说吃鱼🐟不会胖的我刚称体重胖了半斤啊,angry,usual
感觉大天使男友力爆棚了但是不是对我,sad,usual
被爱的人永远不会知道爱你的人有多么的辛苦,sad,usual
又断电，姐姐头发都还没吹干呢！搞毛线啊,angry,usual
初中3年，高中3年，大学4年，整整10年光阴，是过得最不愉快开心，最无可奈何的十年，人生一共才多少个十年,sad,usual
钱难挣，挣钱难，难挣钱，为何生活总这样？真想说一句你大爷，我受够了，烦这群二逼,angry,usual
不要脸不要脸不要脸，当初就不应该把他给招进来，这种人业务水平再好也不应该要气死我了,angry,usual
可怕…………只是洗个头发掉得像剪了头发一样,fear,usual
超级感谢周围的人都很好，能忍住我的任性~蟹蟹蟹蟹蟹蟹蟹蟹超级美好的你们~,happy,usual
怀着很激动的心情去银行查钱，一按查询，你我相视一笑，然后一路沉默。。。哈哈,happy,usual
好吧。我其实还是很不想讲我真的很生气,angry,usual
"这也是我滴现状,每天哄睡都是硬仗，看绘本，讲故事，唱歌，听故事，我都快睡着啦，那位还上串下跳，有时候直接一屁股坐我脸上不让我说话",sad,usual
巴依尔巴依尔（1942年--1993年）达斡尔族，新中国解放后的第一位国家颁发一级职称的专业马头琴演奏家。,neural,usual
此刻老公正在火车站等待，已经等待了4个小时，他说只为早点见到我，给我一个拥抱，心里一阵阵的感动，如果感动多一点，说不定，我们早已踏入婚姻的殿堂，此生，有你疼我爱我足以让我幸福一生，我只想对丁阿三说：我爱你，爱你，爱你！我愿意嫁给你，与你共度一生，待落日西下时，一起携手看夕阳,happy,usual
萧山，11月24日，周二，空气质量指数：16，空气质量：优。,neural,usual
1746年，18岁的库克开始了他的航海探险生涯。,neural,usual
喜欢许巍很多年了，09年P3里第一首歌是少年，15年手机里第一首歌依旧少年。世界已过去多少年，如今的你又在哪里。你看我依旧未改初心。你喜欢许巍阿？不，我爱他。,happy,usual
林俊杰的歌迷得是一种怎样的存在，这可是已经发布一个月的MV了啊,surprise,usual
梅花帐，称困眠醒起，无打门声。,neural,usual
都开了一个半小时的会了还不结束…要不要比这个更无聊的…,angry,usual
再也回不去的无忧无虑，和属于我的年代,sad,usual
诗首章言：“信彼南山，维禹甸之。,neural,usual
突然就心潮澎湃了憋了一肚子话，不知道可以和谁说，好像又和谁都可以说。但是字好多，懒得打。啊，难受,sad,usual
一生中会有很多遗憾的事，但不必为任何一件感到后悔。因为任何的选择，一定都是当时的最想，重来一次也不会有变化。所以，别回头，也不必追。,sad,usual
看到好多早已解救出来的现在应该十几岁了吧，愿你们能早日回归家庭,happy,usual
啊匹配到这样的人真是炸了，没有打野的，不能上单，就故意一直送，然后对面上单起来了就到处gank，心塞，果然自己一个人玩胜率注定要掉,angry,usual
生日聚会结束，王豆豆说一年以后就可以娶我了宝宝还没有答应嫁你呢哼~顺便希望今天能有好消息，让豆豆成功进入面试,happy,usual
我真笨，一上午竟然忘了两次，害的老公还得再跑一趟周口，人生第一次进医院，真的好害怕！紧张，恐惧！健康第一，好好善待自己！周口·商水县,fear,usual
哇偶，12.05，开心！我要喝巴巴客，吃麦当当，看电影，,happy,usual
s生病半个月了，TMD的什么时候才能好????我很难受。,angry,usual
真TM是日了狗了，给了钱说没给，400块是小数目吗？！！！！！亏我还觉得这教练不错,angry,usual
1959年，仿膳迁到漪澜堂道宁斋内专营宫廷菜肴。,neural,usual
情不知所起一往情深？你是我的情不自禁？去你妈的吧。跟过去suo拜拜了,angry,usual
便宜没好货，便宜没好货，便宜没好货再也不图便宜了，手机完全用不了，浪费钱，急死人了,angry,usual
上个大学真的是什么人都炸出来了,angry,usual
有时候没缘由的无声的大哭一场也是一种释放，不是软弱不想软弱只是一种生活，一种态度……也许是一个告别…也许是一种回味…生活也就是如此…用各种方式表达我们的情绪我们那说不出的叹息…挺好！挺好！,sad,usual
「痛苦與煩惱是不分貴賤的。不管旁人看起來再怎麼覺得毫無意義，但對於痛苦的本人而言，它就是最嚴重的煩惱。」——有川浩哪一天能遇到像伸一樣，願意不斷敲醒自己的人呢？哪一天能像瞳一樣，解開自己的枷鎖，真正走出來呢？#雨樹之國##有川浩##レインツリーの国#,happy,usual
堵车啊堵车，说好道路升级呢，没给带来一点好处，只有添堵！,angry,usual
妥善处理保护版权与保障信息传播的关系，既要依法保护版权，又要促进信息传播。,neural,usual
一泡屎拉的耽误了一趟机场大巴，千赶万赶跑到机场，结果.....,angry,usual
回来一个月多，长肉十五斤，自拍还要找角度,sad,usual
最近说的最多的话“忙好这阵要好好放松一下自己…”“等忙好了一起去北海道…”“等忙好了一起去旅行…”“等忙好了一起喝茶…”…………总有忙不完的事.,angry,usual
