content,labels,type
2做法二食物原料胡萝卜、青菜各100克，面粉200克，鸡蛋1个。,neural,usual
站在安全地带的路边也能被车撞，腿都被撞废了！我特么也是醉了。。。。躺着都能中枪,angry,usual
你太看重你自己，同时又太看重别人对你的评价，你被别人虚张声势的强大吓傻了，你开始怀疑自己，你不发表异见，即便你有远见，在远见未被证实之前，你永远不敢迈出尝试的那步。你是被你自己一步步击倒的，从你开始为自己的畏缩找借口的那天起，你已经开始慢慢变成被你看不起的样子。,sad,usual
经常邀请国外著名教授、专家到院授课、专题讲座或举办画展。,neural,usual
受邀出席旅游系的迎新晚会外交二人组表示玩得很开心,happy,usual
第四，要将农业与粮食问题置于气候变化政策讨论的议题内，通盘考虑生物能源生产与粮食价格的关系。,neural,usual
你又不是当事人，就不要乱造谣！！！,angry,usual
当成年在即，才觉得自己突然间就这么大了，比如突然间想学起粤语，想把自己的工作做好，对画画感起兴趣，开始向往未来的生活，不在去怀念以前，开始想尝试一切想尝试却没能尝试的事情，开始好好爱自己的脸了，也开始慢慢看淡许多人和事，我开始变了，不，是开始老了,happy,usual
当初才饭上真以为和他有同款痣特高兴特洗翻谁知道骗我感情还骗我钱谁会一颗痣在脸上不厌其烦的画一年的啊,angry,usual
那个时候没有出现，就不要再出现了。,sad,usual
バリンタン——日语+罗马音+汉译。信酱好可爱啊好可爱啊好可爱啊以及，倉你说的注目丸的地方在哪里,happy,usual
我的整体素质都越来越朴实了，跟村民完全打成一片啊村下扶贫，每天只上隔离就能出门，真的可以省下很多时间睡懒觉,happy,usual
c．进一步研究更适合于驱动电动车的电动机是电机工作者的任务。,neural,usual
现在连唱歌都跟五音不全似的难听死了还能在糟糕点不,angry,usual
对马丁靴好失望…原来我真的不适合…,sad,usual
"去朋友家吃火锅，刚到家，顺便兜了""黄金""回来",happy,usual
十九岁那年，徐霞客的父亲去世了，因有老母在堂，所以没有准备马上出游。,neural,usual
学起来呀学起来手残党表示真的好难,sad,usual
学设计的想买个笔记本…2000的就好,sad,usual
最近今天眼泪特别浅，一想到你，就忍不住思念,sad,usual
狂犬病发都活不过十天手上有伤口确实会被感染，但是没有伤口舔一下是肯定没事的，这小编就是唯恐天下不乱。建议大家去了解下世卫组织的十日观察法，狂犬病是可怕，但更可怕的是无知引起的恐慌//t.cn/RceoAGq,angry,usual
求解，尼玛钱拿走了说我不是会员，有钱人就他妈这样吗,angry,usual
麻痹滴呦，好不容易碰到个下雨一整天不用上课的悠闲时间可以好好放松睡觉，哎，苦逼的我还要忙七忙八，可怜噢,angry,usual
史诗、叙事诗、民歌等一般都有配曲。,neural,usual
姑娘，你为什么不出去玩，因为我在学车，为什么你这么黑，因为我在学车，为什么你穿的像个大婶，都说了我在学车........,sad,usual
这辈子和谁过怎样过过多久有人因为爱情有人因为物质有人因为容貌有人因为前途有人因为压力而当这日子真的要和选择的人一起过了你才明白钱够花就好容貌不吓人就行其实真正幸福的标准无需理由很简单只要笑容比眼泪多你就找对人了,happy,usual
今天周一大空单盈利不少，是个好的开始，明天继续,happy,usual
郑忆南出面约见陈丽娜，以一百万现金和天光集团副总为筹码，要求陈丽娜勾引涉世未深的刘志，进而陷害刘志。,neural,usual
天都没亮呢，今天叫我起床的是患儿家长，搞得现在都晕晕的,angry,usual
27岁生日，提前一天收到了远方的蛋糕和祝福，幸福感飙升,happy,usual
天啊，大表姐的颜怎么残成这样了？,surprise,usual
佩兰趁早滚亚洲杯昙花一现，就以为你不错操！裁判你妈灵车漂移操！,angry,usual
“不是要多倾国倾城至少也要赏心悦目”,neural,usual
一年了连个粉丝都没有，还让不让当偶像了,angry,usual
1学校简介浙江省嘉善中学系原嘉善县第一中学高中部。,neural,usual
今天看见出租车顶灯里的滚动文字：中国共产党是抗日战争的中流砥柱。顶灯不是用来发广告的吗,surprise,usual
北京市通州区第三中学位于举世闻名的京杭大运河源头。,neural,usual
“天隆城项目是新乡市最早的高层建筑之一，地理位置优越，建筑恢弘大气，设计人性宜居，以其卓越的品质成为市中心标志性建筑。,neural,usual
今天晚上刷微博，突然发现，我的微博头像和张家赫的一样诶！,surprise,usual
挂失完了卡都要拿回来了结果特么补单子的时候发现那个捡卡的傻逼把卡还回来了,angry,usual
全书的习题编排循序渐进且前后呼应，引用公式时都加注页码，方便读者查找。,neural,usual
11月17日，星期二，中午，多云，力量练习1个小时。环雷公山超百后，身体恢复非常的好，跑前还未好利索的地方似乎神奇的好了,happy,usual
社会分工越来越细，越来越专业化。,neural,usual
但是我从不担心断同命不成功的，因为我相信自己的能力可以一次就处理妥当的，我自己的命喔，难道我会不谨慎小心吗？退一万步来说，万一我真的是断同命操作有失误时，白衣人你会不想办法帮我补救吗？毕竟当年是你这白衣人求我好几次和缘定同命的！做人是不能那么忘恩负义的！否则我不会饶恕白衣人！,angry,usual
麻痹～想骂人～哪个傻逼用我号码注册东西，已经严重影响到我了，我咒你十八辈祖宗不得好死,angry,usual
刚刚看完了一段视频。。。我雷到了！我惊叹我感慨！我觉得不可思议！这样真实的在我们身边发生！我有点接受不了！人生在世我觉得真的是还债来的！贪求自我的私欲不断的自我折磨挨苦来达到短暂的快乐。。。这就是人类（人累）,surprise,usual
纹理名称与相应的纹理内容位于当前GLrendering上下文的共享对象空间中。,neural,usual
亲爱的回来吧，我需要你，未来的路没有你我不知道要怎样走。不要叫我一个人艰难前行了。只要有你，什么困难我都可以克服，什么难关我都可以闯过去，亲爱的，你回来吧,sad,usual
昨天掉钱，今天掉钱日了狗了，卧槽,angry,usual
等这次好了，我老老实实练肌肉，因为病不起😂开了十次治疗，花了600,sad,usual
3分布中国分布云南西畴县（25918，25919）。,neural,usual
青龙过江？做这菜的师傅真是脑洞大开,surprise,usual
天呐！放了几天没用，精油都按耐不住的往外冒了,surprise,usual
邮箱又罢工了！我特嘛的凌乱，连桌子都看得整理,angry,usual
刚加完油，您就降价。真是够了。,angry,usual
几分钟没盯着他，这倒霉孩子就把老婆昂[雪花]贵的护肤水挤出来大半，为了保全爷俩小命，倒入矿泉水。晚上洗过澡，在被窝里惴惴不安的看着老婆拍脸，老婆嘴里吐出几个字:“这东西就是好，吸收越来越快了！”,fear,usual
国梁告诉大苗他觉得两个人跳舞是非常浪漫的事情，他希望有一天能和大苗共舞。,neural,usual
牙齿痛的睡不着，起来搞学习我真的是太励志了被自己感动哭,sad,usual
第三个已经发现这个残酷的结果，而且她不希望永远跟一个丑陋恶心的男人栓在一起，所以她非常非常小心她的脚步：她战战兢兢在未踩到任何鸭子的情况下；平安过了几个月！,neural,usual
我很想念你跟我的以前…从来不知道什么叫吵架，哭泣，我从来就没有想过会跟你有斗气,sad,usual
1979年打入欧洲足联杯四强，在半决赛不敌南斯拉夫的贝尔格莱德星队。,neural,usual
心疼自己为明天不用比都知道的结果每次都这样多尴尬啊你好我是英国的要和我做业务么感觉自己被辐射变黑了这样肯定又会长胖了,sad,usual
最近有个不好的迹象，安眠药开始不管用了,sad,usual
今天最大的收获就是学会了打麻将，哈哈哈哈哈哈,happy,usual
蚊子你过来我保证不打死你??????,angry,usual
明天回学校和今天下午有什么差别吗？非得今天回,angry,usual
人心太XX险恶，平时姐姐妹妹的关键时刻捅刀子!,angry,usual
绝对是上的最美的一个夜班～～～,happy,usual
11月已过去一半了，12月就要来了这日子过的真快,neural,usual
她有个特点，就是特别跳，觉得全世界都喜欢她。,angry,usual
一晚上看过两部跟炒饭有关联的电影，自己也超喜欢吃蛋炒饭，基本从一盘蛋炒饭就可以看出一家餐厅怎样了。别人快的时候你就要慢一点，炒的时候控制点火候，用心用情了才能炒做出一道看似简单，上不了台面儿的饭。做事也是。,neural,usual
女的太傻太贱男的简直畜生不如难怪会走在一起太不是人了中国的法律远远跟不上国外的判这么轻千刀万剐都不为过,angry,usual
惊险一幕！刚从53路在海珠妇幼站下车，一20岁左右男青年冲上抢夺iphone4，手机就要滑出手时，我猛踢他下档，趁势夺回。下车后一同伙挡住我，小贼有机会脱身，后与附近治安员狂追，小贼拦到一辆电动车逃走！警察处理时，警车对讲机又传出附近手机被抢的警情。各位朋友要吸取本人教训，注意安全！,neural,usual
翻看旧时的照片附加现在的两者一对比，哎呦真是感慨万千啊，岁月不饶人呢,sad,usual
发表报告以及马上的考试周各种要搞通宵的日子里我还是得坚持把更新都看了😔,neural,usual
新晋TVB男神，，突然好稀饭，，梁烈唯,happy,usual
2g的手机突然有了3g的网，受宠若惊,happy,usual
出去一小会下雨了，跑着一小段居然肚子疼,sad,usual
在youtube上看完了香港三级电影《一路向西》，王李丹妮身材真是火爆，堪称豪乳啊！！！,happy,usual
【新鲜糗事】累了就休息会在继续吧,happy,usual
好爱媛媛…想有天能见到她……晚安啦。,happy,usual
好好的一个人就头疼一下现在要给我说要住院真丫的醉了,angry,usual
动物们打个哈欠，竟然就合成了一首歌！碉堡了。,surprise,usual
我第一次看见流星许下的愿望就是让我能看见王力宏，而那时的我觉得这辈子都见不到，可是就真的见到了，而且见了好多好多次,happy,usual
是我想多了吗，感觉自己又要犯病了,sad,usual
和狗相处永远比和人相处来的容易！你经受起多大诋毁就经受起多大的赞美！我依然觉得这句话是最牛逼的总结！咱们走着瞧！,angry,usual
呕，这家咖啡厅的奶茶，真不如自己做的好喝,sad,usual
这是腓尼基人对人类文化的伟大贡献。,happy,usual
每次下班去吃饭也不会拿一下办公室钥匙的吗！！难道我们有义务天天来早帮你开门还要等你吃饱再去吃饭的吗！真是好意思,angry,usual
最幸福的事就是想做什么就能够不拖延不矫情的去做,happy,usual
看到这些云云，都感觉这个世界已经没救了，真是俗话说得好不是一种人不进一家门呵呵！真是渣男贱女一家绝配这种人就应该把牢底坐穿,angry,usual
如果最后陪在我身边的人不是你那么是谁都无所谓了,sad,usual
我什么都知道，不用天天的念叨，真的很烦,angry,usual
感谢刘爸爸为我践行明早的飞机应该赶得到,happy,usual
这么晚了啊啊啊啊啊啊啊困困困就是睡不着啊。失眠,angry,usual
其实我内心很恐惧，怕一个结果打破了我原来的生活！亚公亚婆，家公你们在天之灵都保佑我们身体健康啊[惊恐],fear,usual
我第一门语文考完就知道作文好像走题了，于是就是不眠夜啊。。。。今天考试，我昨天就开始紧张，现在做梦梦到高考还会惊醒，一辈子得噩梦！！！,fear,usual
生个小孩子真不容易，有点什么就担惊受怕的,fear,usual
我明明困死了可我就是不想睡觉强忍着我都不想睡这是咋了,sad,usual
拿得起，是一种担当；放得下，是一种洒脱。人生纠结的，不是该拿起还是该放下，而是什么该拿，什么该放。在这之间的选择就是命运的方向。【晚安】,happy,usual
气死我了，学校班级执行加分减分制度，要带跳绳和毽子，前面那位乘我不注意拿了我的绳子，她刚好在登记，后来发现了，我说这不是我的绳子吗，然后他说我不知道是谁的，哎呦卧槽，我的绳子自己飞到前面了啊，呵呵，身为班长这幅德行，还是班狗我也是醉了,angry,usual
忍不住又看了一遍篮球赛，简直帅呆了！虽然不懂篮球，但是觉得喜爱这种群体运动的肯定也是很会和他人合作的，所以他所做的很多事情都充满善意和友好。另外，笑容真的好暖,happy,usual
发工资条看到请一天假扣两百，当时我就心闷了。好贵啊,angry,usual
减肥对我来说是一个遥不可及梦100多公斤了！！！！,angry,usual
刚想睡，就被热搜震醒]田口淳之介在直播说要退团退社，KT10年感情了😳当年被黑最没团魂的龟梨还撑着今天听到郑泽运回答十年之后自己的样子：VIXX的Leo😭😭😭果然是我爱的男人,happy,usual
地铁上那么多人好意思自己坐着包也占一个位置的也只有你这位神人了不懂别人站着是什么感受吗难为了你中国男人,angry,usual
巴拉莱卡平时身披军大衣，习惯抽雪茄，决策果断，手段凶狠，部下们称她为大尉，莱薇则称她为大姐大。,neural,usual
某天种种原因没钱没烟了。。就一张卡不知那年的,sad,usual
1.10号的机票快快回家吧好开心终于能回家了,happy,usual
各地在“三平精神学习教育活动中涌现出的先进典型、经验，请及时报告省教育厅。,neural,usual
好久未登录了，今一登，不会用了，我与社会脱节了,sad,usual
还好有监视哨，在警察叔叔贴单的前一秒赶到可是警察叔叔，这也不是该帖单的停车地儿啊！警察叔叔回答说有人举报！唉，这是咋个说，停个车也这么的惊心动魄！,surprise,usual
自行车竟也能违章停车！唉…一个星期不能骑了,angry,usual
卧槽先码一个恐怖片中吓人镜头集锦,fear,usual
给予这些研究，他出版两本畅销书《首先，打破一切常规》（与科特·考夫曼合作）和《现在，发现你的优势》（与唐纳德·克利夫顿合作）。,neural,usual
再来一发面霜的表示现在真的特别！特别！！特别！！！的不爽啊！！！！好吧虽然期中只占20%…,angry,usual
新一轮的海选要开始了，都迫不及待呢,happy,usual
2015年11月24日，雪。这两天吃饭又比较正常了。喂她就吃。这个月基本就没长体重。但是脾气真心长了不少。但凡不随她的意了，轻则吆喝，重则嚎啕大哭。天啊，是现在的孩子人性了，还是现在父母溺爱孩子了。这样下去可不好。,sad,usual
黄茶中茶黄素类和茶红素类物质含量分别为0.1%和4.1%左右，并不比绿茶高。,neural,usual
1984年——以威姆·乌登豪特总理为首的苏里南新内阁在原临时政府期满的当天，宣誓就职。,neural,usual
詹姆士·G·克拉克是空军退役上校，也曾做过飞行员，被人们冠以“蛇的绰号。,neural,usual
外来投资大量增加，现有外资企业近50家，私营企业52家，个体工商户900余家，包括有电子、印刷、玩具、模具等多个行业。,neural,usual
气死我了，气死我了，气死我了，都是些什么烂人啊！,angry,usual
中国内地一些茶艺馆也时髦饮用冻顶乌龙茶。,neural,usual
如果时光倒流，我还是会选择遇见你，还是会选择爱上你。但我一定不会选择你走后一个人自暴自弃的生活，我一定会选择把你放在心里，快乐的生活。,sad,usual
女子手机放抽屉充电三小时耗23G流量被停机，因为用的4G卡！,neural,usual
这变化真的太大了吧，简直是改头换面啊,surprise,usual
4生长习性喜光，耐旱，耐寒，对土壤要求不严，喜肥沃土壤。,neural,usual
成绩依旧这么差我也不知道到底该怎么办,sad,usual
“人生几许失意，何必偏偏选中我”好不容易等来了机会可以好好努力做自己爱的事情，腰又不行了。。,sad,usual
求你不要露出这种表情...我真的买不起的......,sad,usual
觉得自己心态不行了，好想出去散散心调整一下再回来我感觉自己已经不是善良的小天使了。ineedav,sad,usual
喀什、和田、阿克苏和伊犁等地流传的“十二木卡姆虽然同源，但在结构模式、旋律风格、乐器使用等方面却又各具特色。,neural,usual
二元矢量喷管研究最早，技术也最为成熟，已经为F-22等飞机所采用。,neural,usual
至少这样我挺满足的觉得舒服就行了不用担惊受怕小心翼翼至少我还感恩能有你可以依赖谢谢祥哥从来不说我矫情我在长沙等你来～麻利点休假～不艾特你不要评论?不想让傻逼议论??,happy,usual
考完试去小学，然后看到要被孩子吃掉的你们😳😳😳然后跟大璇儿看电影😏真的好好看☺☺☺VIP厅包场我真的想说，徐太宇真的好帅,happy,usual
烦烦烦，没到周一就想着周五，还没上班就想着下班，真的是烦死了，不想上班啊,sad,usual
买了一堆有的没的内心痛苦希望不是错,sad,usual
我不會告訴你們，我公曆生日跟達子同一天，然後農曆就是今天,happy,usual
真能唬人居然已经不止几个人说我是教瑜伽的,surprise,usual
心理状况真的是做来越差，本来想着回家可能会成为精神上的某种缓冲，却不料这里才是形成问题的最开始的根源。胸口熟悉的痛感，仿佛是对悲剧式自我追寻的某种结果。害怕，惶恐，迷茫，无助。社会关系越复杂，就越是难以保持自我。今年的冬天，希望不是一个寒冬。,sad,usual
我痛恨旁边公司限网，没事把我们的网顺带也限了，而且一天都上不了谷歌,angry,usual
“烧好的烧鸭烧鹅，都要求用专门的不锈钢箱子和挂钩装运，不然会影响出品。,neural,usual
之后的几年，中国的民营医院大部分掌控在了东庄人手中。,neural,usual
卧槽，我就纳闷了，首回合是那个傻逼决定吧主场放在深圳的？草他老母亲,angry,usual
家中的暖气试暖中，竟然会这么热，有种穿暖袖的冲动,surprise,usual
抽烟的姿势越来越熟练，从当时的三杯就倒到现在的千杯不醉，这是堕落不是成长。可是没人掐掉你手中的烟，没人给你一个家，没人替你挡掉手中的酒。说白了，除了孤独和酒你什么都没有。,happy,usual
CTM的，逼我骂人。两个纯傻逼，贱人…,angry,usual
就想把健身卡给办了再不健身演出就没人要了,sad,usual
这踏马谁吃的！！！吃完带走好不！！一直从里面飞小虫,angry,usual
心里这个不踏实啊！😔赶紧过完这漫长的一周吧,sad,usual
就系一個星期無留意女神微博，於是一本原本可以穩代購就搞得掂既雜誌，噶下要靠自己聯繫出版社了。。。但距連我第一封郵件都未回復我！！！,sad,usual
我看到了什么！我看到了什么！我看到一只泰迪爪子涂的五颜六色的。,surprise,usual
此时此刻应该有一条来自95566的未读短信啊,surprise,usual
最近真是负能量满满唉，啥都憋说了，晚安噜,sad,usual
第17天了！我们在一起过了万圣节，电影情人节，以后还有圣诞节、元旦等等所有的节日都想和你一起过,happy,usual
被全公司人都叫姐是什么感觉？就是想翻白眼。,angry,usual
每天都在干什么！都能忘记上课！我真是废了！,angry,usual
好神奇！这只瞎眼的猫头鹰眼睛里仿佛有着一个星系,surprise,usual
"我小时候在农村,很多小孩都爱参与游泳(没有大人相伴),现在想起才后怕。家长们一定要教育小孩,以防万一！(转发有爱)",fear,usual
气死我啦，我都要吃速效啦，16道题就对3道，最可气的是她都会，就是瞎写，气死我啦,angry,usual
全部是苦力活💪💪💪💪但是我现在确实饿了……还不知道什么时候下班现在才弄完一小部分老婆还在家等我呢可恶的领导,angry,usual
要说我对高桥凉介这个人物设定（是设定，不是这个人）最不满意的地方，就是有关他前女友的故事，他的前女友因为他和另一个男的自杀了。这是我最失望的一点，并不是因为他有过女朋友，而是如此狗血的剧情让我觉得和这部动漫和这个人基调不配。大概也是因为这个原因，此剧情也只出现在漫画版里，而非动画,neural,usual
第一天很糟糕，带着莫名的情绪，噩梦都没它可怕,fear,usual
凌晨放毒：「榴蓮芝士蛋糕」長得一副好好吃的樣子，榴蓮終極愛好者必嘗！,happy,usual
下雨天加班真是倒霉透了！！！先是沪嘉高速入口堵，下了中环长宁路又开始堵,angry,usual
气死人！楼上施工搅的我连书都看不好,angry,usual
喜欢上了一个新名字yoyo好亲切呀，晚安我该睡了,happy,usual
小骨化生女魔头，这下好，又有剧追了,happy,usual
公司裡壞人很多覺得噁心早上發了fb就一堆人來問，心知肚明就好,angry,usual
拖延症的我只能自己去泡菜然而都没有人接我,sad,usual
#主要是气质#人群中最亮的那颗星✨,happy,usual
她是你们的谁呢？她怎样关你妈的屁事。你们要知道她如果不是因为唱歌如果不因为f（x）。。。你们会认识她？？都你妈的脑壳有屎,angry,usual
你俩终于在一起了，终于为民除害了。祝白头到老恩爱到死,happy,usual
这道题百分之90%的人都会算错？！是真的吗？！,surprise,usual
信用卡真的太坑人了，弄个账单都这不清楚，我想骂人,angry,usual
这一天天过得也真是够了没一点脾气,angry,usual
老东西真的是为老不尊、触霉头！我已经让步还要找我茬！少来来是对的眼不见为净！,angry,usual
人只有为别人的的完善……去为他们的幸福而工作……那他才能达到自身的完善！,happy,usual
一下子就喜欢上“星婿”王祖蓝小心机啦,happy,usual
连着两晚在梦里旅游了两个地方，前晚西藏雨过天晴的彩虹，昨晚汉拿山的红枫叶。西藏倒是情有可原因为一直惦记，可汉拿山完全没过过心的地。醒来马上去百度，惊奇的发现汉拿山真实作为景点存在且确实在每年十一月都有红枫叶看，感觉好神奇,surprise,usual
在办公室吃包子，尤其还是韭菜馅的同事，我特别想把你连同包子从11楼踢下去你知道呢！,angry,usual
苏宁物流太垃圾。以后再也不买苏宁了！,angry,usual
吃多就吐…看来我没有成为胖纸的潜质…一包海苔+一包面包干+两包仙贝+一个橘子仅此而已,sad,usual
学校下雪了，美的不要不要的。在大雪飘扬的主路上三个人白过头，在没有脚印的小操场一群人发过疯，学人在雪地里写下LOVE，以为心美好就一切都美好。还有那些结冰不出门为着一口方便面你死我活的日子，一去不复返了吧。。好吧，夜深，不宜怀旧。但愿我们从此放下往事，可依然不忘过去有多美。晚安。,happy,usual
每次按热水器的开关，就直接选到沙发下，洗澡真得有那么可怕？,surprise,usual
我滴个娘，算算时间，十几天没吃过正经热乎的饭了，找个人陪我吃饭吧，自己吃饭感觉好悲伤啊,sad,usual
这些不识别群集的应用程序通常作为一般应用程序或服务进行管理。,neural,usual
昨天的记忆还在脑子里游荡，今天就已经过完。时间有时候过的飞快，来不及停留，只剩下后怕。现在的我，除了时间，其他什么都没。但现在，仅有的时间，那么飞逝。有些累，更有些害怕。,fear,usual
一直都很压抑，有种想打人的冲动！,angry,usual
是活见鬼了么我在家wifi的情况下关了移动数据的情况下我还走了近40M的流量...该如何解释这件事儿？哪怕是借口也行我都没想到个理由...,sad,usual
没工作一定不能熬夜，一定不能熬夜，一定不能熬夜！重要的事情说三遍，早上根本起不来啊！,sad,usual
我是这个不会去伪装幸福的人，因为真的超级幸福，所以最近走上了喜欢自黑不幸的道路，常常把缺点放大，让自己更接地气，这真的是脑残吧……,happy,usual
我这莫名的哪来的火呢，舌头又坏了，牙龈肿了，脸上长痘痘,sad,usual
她总是穿的光鲜亮丽。他却总是一身寒酸。她却毫不介意的和他逛街，并将他介绍给自己的朋友。当有人问她怎么会爱上他的时候。她只是幸福的回答“因为，他真心真意对我好。”爱情，不是有车有房有资产就能拥有的。,happy,usual
我就是那种掉了东西不见了东西会难过好久的人,neural,usual
告诉我我吃海鲜已经过敏了这不是真的,sad,usual
足足睡了12个小时！我是有多困？？,surprise,usual
刚才王凯明明在热搜怎么突然一下不见了难道刚才是我的错觉,surprise,usual
谷歌地图连我的围墙也看看的清清楚楚,surprise,usual
近两天在外开会，早上在宾馆次自助歺时，我取了白稀饭和豆浆，一喝感觉不怎对劲，我无意把两碗混一起准备倒掉，那想到添加剂下的稀饭和豆浆变成蛋花絮状，吓人一跳！在外次东东真得谨慎啊！是真相，无图片！😜,fear,usual
wuli有谦终于成年了！粗卡粗卡，希望你可以一直中二下去，伴随我们(IGOT7)一起成长，生日快乐有谦，我们的少年,happy,usual
努力没有白费，终于被肯定了，开心😊只是还得更加努力、用功,happy,usual
不要下雨啦，还下雨我的游泳票就浪费啦。先是觉得用不完，然后又觉得不够用，结果最后还真的用不完的感觉很神奇。,sad,usual
13号我开开心心的穿上了这件新衣服去吃了顿重庆火锅它就这样被第一次玷污回去就给洗了到今天它终于干了我按压不住我它的喜爱以迅雷不及掩耳盗铃之势穿在在了身上一个小时后吃了个午饭它又被玷污了…想哭都哭不出来啊,sad,usual
无理的前进开头几集很有意思，可是后面感觉剧情很空啊，有点失望演员长得都很出色，挺可惜，雷声大雨点小的赶脚,sad,usual
看篇恐怖小说、吓傻了快被、、、,fear,usual
原本是想买来饿的时候喝的，拿回家才发现，没有吸管,sad,usual
怎么了怎么了脚能有一天睡觉时不抽筋吗，这样下去我会睡眠不足而发疯的,angry,usual
我也只有一个一生，无法慷慨赠予我不爱的人，我不愿去碰触那些我不喜欢的身体，去回应那些我毫无感觉的词句，去拥抱那些我从未为之心动过的灵魂，因为我知道如果将就，伤了自己，害了别人。,sad,usual
法国怒了啊美国好可怜啊，被那么多人打就算了，还被自己儿子打台湾居然还蛮给力,neural,usual
不想加班！不想加班！不想加班！重要的事说三遍！！！！！,angry,usual
翻热门翻到这条，祝福的话我是说不上，但觉得这个饭很可爱是真的><另外土豆尼玛真会挣钱啊……,happy,usual
不知什么时候开始喜欢自己跟自己说话。,neural,usual
“失望到极致是，想说一长串证明自己的话，可是话到了嘴边却又变成了苦笑。觉得再没有任何必要，说一个字都觉得多余。”--冷透了，冷漠及无视是最贴切的情绪表达~晚安。,sad,usual
就是手贱，居然把自己写的小说给删了，虽然只写了几千字，只是个小小的开始。可是啊！那也花费我好多精力的。,angry,usual
从店铺建立、了解产品、实践操作、到后台对接看似简单流程，几天下来也有点晕了。后面的全靠自己的用心经营，好想把所有的问明白搞清楚，实际上还得自己去慢慢来摸索，感谢亲人提供这样的机会和平台，只想说我一定会去努力的。,happy,usual
在任何时候，自己的品位注定只属于自己，任世界怎样变化，关键是，自己想要什么，2007年9月25日，八载盛果，开启了新百货主义时代。,neural,usual
全村现有耕地900亩，人均约0.7亩。,neural,usual
旁边那个无时无刻不在很恶心地打嗝的男的我真的是顶你个肺后面的妹子你也不管管你男票,angry,usual
难以置信。。这是什么逆天黑科技,surprise,usual
看着手心上泛起的小白点我才想起来今天中午的拔河比赛是多么惊险。看来搞教育的人不适合这种运动型的活动…,sad,usual
我去尼玛辣鸡连供打印机，老子下午就打报告申请把你们全换了,angry,usual
最终定鼎南京，揭开了南京作为六朝古都的序幕。,neural,usual
温暖隔着屏幕也能感受到他们的幸福,happy,usual
最爱Blackswan的甜点…吃完甜点，看场电影，再吃个肚歪回家…,happy,usual
刚买的大明成化鸭缸杯，赶脚自己捡到漏了,happy,usual
每次我回家都下雨，每次我回学校都出太阳。闹哪样儿？,angry,usual
生活就是这样，越是得不到越是想要，越是轻易可得越是不去珍惜，场景总在重演，，，,sad,usual
怎样，四面八方包围我，是仇家报复吗？有没有想过别人怎么出来,angry,usual
满怀希望的想着去图书馆电子期刊看看然后就能找到一个好写的论文题目了......我是傻比了吧我，两个小时无所出,angry,usual
人的大脑会选择性的忘记一些事情，比如我竟然都忘记以前业绩是怎么卖的了,sad,usual
给本大王记住了，你今儿个让本大王不爽，本大王让你活不过明儿个。本大王就只是给你更新，你丫的给本大王装逼，哼～,angry,usual
和他聊天总能一个人对着手机傻笑出来暖我一脸,happy,usual
一旦崩溃被友人触到了，我也只会伤害他们，还真有那么一个人被我各种呵呵，还tm为我准备礼物过节都邀请我……我只好躲着她，不觉得自己有资格拥有这么一个友人。恰巧又是这么虚无缥缈的东西是我抬头能看到的丝，感觉还能撑一撑。离我最近的人反而是我最害怕恐惧厌恶的人。或许我只是该去找个靠谱的心咨,sad,usual
不管你给你家狗取个多么高大雅的名字最后都会被你妈喊成叠字名字的，我邻居狗叫海明威：现在全家叫它明明！,surprise,usual
网瘾少年都七八个小时没上线了他得是疼得多厉害多难受啊,sad,usual
最后一张不能忍！！谁没有过过去！！,angry,usual
建德生活网旨在为建德市民提供一个生活信息网上交流平台。,happy,usual
看到本科时期的成绩单，居然学过俄语！还是91分！完全木有印象了！看来真的老了！,surprise,usual
又忘了把自行车停在哪里然后没骑回来了,angry,usual
【李克强结束马来西亚之行启程赴苏州】23日晚上，李克强总理在出席第十八次中国—东盟领导人会议、东盟与中日韩领导人会议和第十届东亚峰会，并结束对马来西亚访问后，乘专机回国，将于明天凌晨抵达苏州，接着主持明天在苏州举行的中国—中东欧国家领导人会晤。马来西亚高级官员到机场送行。,neural,usual
某人说我穿了高跟鞋也不高、就不要穿了气死我了竟然这么说我、好想打si他,angry,usual
妈蛋！！！！跑下来吃拍黄瓜，撒女内！,angry,usual
提前三天的生日演练已过，18岁生日快乐,happy,usual
【豉油拌豆腐】材料；内脂豆腐、皮蛋！红椒，香葱，调料：蒸鱼豉油。辣椒油！盐、鸡精，少许麻油：做法！1：皮蛋切碎；红椒切小圈；香葱切碎，2；将上述食材放入豆腐中。调入所有调料：吃时拌匀即可。,neural,usual
劳资他妈逼活了19年了没想到今晚给学校里一流浪猫给吓坏了，，这猫直接给我留下心理阴影了，，从没想到过我会害怕一只猫并且以后也会怕猫，,fear,usual
他说：“诗词高胜，要从学问中来。,neural,usual
哇靠刚进楼道门快关上那刹后头一条恶犬叫着朝我冲来…幸好门及时关上否则感觉会在楼道里被咬死啊心有余悸,fear,usual
最怕脑残志坚的人，气地想撞墙，饭都吃不下，外面这么冷我气的要喷火了，牙都要咬碎了,angry,usual
快来甩秋膘吧！依稀记得小时候，爸妈总是在八九点钟，电视剧还没看完的时候，就催促我们去准备上床睡觉，然后小时候的我们，因为害怕还不能违抗父母，哪怕心里一百万个不愿意也会乖乖上床把眼睛闭上。这一觉啊，没有噩梦，没有被眼泪弄湿的枕头，可是不知怎么，那样的日子再也回不去了～晚安~[月亮],sad,usual
